rating,date,variation,verified_reviews,feedback,review_length,new_reviews,sentiment
5,30-Jul-18,Configuration: Fire TV Stick,"Love my fire stick and remote, so easy to set up and use. Endless amounts of apps to download! Used it with my smart tv and it’s 100X better than the features smart TVs offer",1,174,love fire stick remote easy set use endless amount app download use smart tv 100x better feature smart tv offer,positive
5,30-Jul-18,Configuration: Fire TV Stick,Great easy to set up.A little difficult to navigate and the instructions are non existent,1,89,great easy set upa little difficult navigate instruction non existent,positive
5,30-Jul-18,Configuration: Fire TV Stick,Super good!,1,11,super good,positive
4,30-Jul-18,Configuration: Fire TV Stick,Fun taking to the TV. Works good. It’s a little confusing moving around the programs.,1,85,fun take tv work good little confusing move around program,positive
3,30-Jul-18,Configuration: Fire TV Stick,That it doesn’t turn my television on or off.,1,45,do not turn television,negative
5,30-Jul-18,Configuration: Fire TV Stick,"I loved how easy this was to install sry up, and use! Simply amazing.  So amazing we bought two!This allowed us to officially ""CUT THE CABLE CORD"".Love it!",1,155,love easy install sry use simply amazing amazing buy twothis allow -PRON- officially cut cable cordlove,positive
4,30-Jul-18,Configuration: Fire TV Stick,I expected to have access to more current movie instead of having to pay. The easy setup was helpful and I love the speedy delivery.,1,132,expect access current movie instead pay easy setup helpful love speedy delivery,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Works great! I recommend it to anyone who has prime, WiFi and an hdm1 tv. That’s all u need. I’m not really technologically savvy but even I was able to set it up with included and on screen directions.",1,202,work great recommend anyone prime wifi hdm1 tv that s u need -PRON- be really technologically savvy even able set include screen direction,positive
5,30-Jul-18,Configuration: Fire TV Stick,need a few more,1,15,need,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love that you can watch Bob Dylan’s movies,1,44,love watch bob dylans movie,positive
5,30-Jul-18,Configuration: Fire TV Stick,Love the Alexa feature. Firestick is working just fine.,1,55,love alexa feature firestick work fine,positive
5,30-Jul-18,Configuration: Fire TV Stick,Very easy to install.  Very intuitive to use.  Very happy with the purchase.,1,76,easy install intuitive use happy purchase,positive
5,30-Jul-18,Configuration: Fire TV Stick,Ease of use!,1,12,ease use,positive
2,30-Jul-18,Configuration: Fire TV Stick,"I don't like how I cannot load my Hulu account, it is also very slow. I know it is not my Internet connection because I have an Xbox One that works just fine, but my Fire TV Stick takes forever to load anything.",0,211,do not like can not load hulu account also slow know internet connection xbox one work fine fire tv stick take forever load anything,negative
5,30-Jul-18,Configuration: Fire TV Stick,Amazing for all your entertainment needs!,1,41,amazing entertainment need,positive
2,30-Jul-18,Configuration: Fire TV Stick,"It's constantly buffering, to the point where you can't watch anything without interruption. I purchased on Prime Day plus I used rewards to pay for it, so in the end I paid next to nothing. If I had paid full price for it I might want my money back. We stopped trying to use it and went back to our old streaming device. I know our internet service is not the issue because we do not have this problem with any other devices that we stream from.",0,446,constantly buffering point can not watch anything without interruption purchase prime day plus use reward pay end pay next nothing pay full price may want money back stop try use go back old streaming device know internet service issue problem device stream,negative
5,30-Jul-18,Configuration: Fire TV Stick,"I didn’t realize it needed an external power source in order to utilize the fire stick. I thought it was more along the lines of a flash drive device you Singley plugged into your tv. However, since using my amazon fire stick I have enjoyed every moment of it and would definitely recommend this product to any and all.",1,319,do not realize need external power source order utilize fire stick think along line flash drive device singley plug tv however since use amazon fire stick enjoy every moment would definitely recommend product,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love it!!!!!!,1,15,love,positive
5,30-Jul-18,Configuration: Fire TV Stick,Easy to install and operate. Works with Alexa voice commands.,1,61,easy install operate work alexa voice command,positive
4,30-Jul-18,Configuration: Fire TV Stick,"This was a Prime Day purchase. I'm still learning my way around it. So far, so good. The addition of Alexa is nice.",1,115,prime day purchase -PRON- be still learn way around far good addition alexa nice,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love how it is Alexa enabled. I just say the show I want to watch and &#34;she&#34; knows how and where to find it for me!,1,124,love alexa enable say show want watch 34she34 know find,positive
5,30-Jul-18,Configuration: Fire TV Stick,Super easy to set up.  Easy to use. Lots of app options available.,1,66,super easy set easy use lot app option available,positive
5,30-Jul-18,Configuration: Fire TV Stick,"The first stick is a solid, entry level, device and does what it's supposed to do.",1,82,first stick solid entry level device suppose,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Works fine, I wanted this for my bedroom television.",1,52,work fine want bedroom television,positive
4,30-Jul-18,Configuration: Fire TV Stick,Does not work with you tube tv,1,30,work tube tv,positive
5,30-Jul-18,Configuration: Fire TV Stick,Easy to set up; Easy to use!,1,28,easy set easy use,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love all the viewing choices on FIRE STICK!,1,45,love view choice fire stick,positive
5,30-Jul-18,Configuration: Fire TV Stick,Good product,1,12,good product,positive
5,30-Jul-18,Configuration: Fire TV Stick,This is my 2nd fire TV stick with Alexa I have been very happy with my first one love that you can use so many apps with it. Big 👍,1,130,2nd fire tv stick alexa happy first one love use many app big,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Love the Firestick! My kids love that they can talk to Alexa and get the weather, local news, etc.",1,98,love firestick kid love talk alexa get weather local news etc,positive
4,30-Jul-18,Configuration: Fire TV Stick,It offers hours of entertainment and it was very easy to install and activate 👍,1,79,offer hour entertainment easy install activate,positive
5,30-Jul-18,Configuration: Fire TV Stick,amazon fire stick is amazing !!!,1,32,amazon fire stick amazing,positive
4,30-Jul-18,Configuration: Fire TV Stick,I have 2 of them the one I have to reset it at least once a week or so some times twice,1,87,2 one reset least week time twice,positive
5,30-Jul-18,Configuration: Fire TV Stick,Awesome product more than expected,1,34,awesome product expect,positive
2,30-Jul-18,Configuration: Fire TV Stick,I don’t like that it goes into sleep mode after 20-30 minutes of “inactivity”. I shouldn’t have to “wake up” the fire tv to finish watching a show.,0,147,do not like go sleep mode 2030 minute inactivity should not wake fire tv finish watch show,negative
5,30-Jul-18,Configuration: Fire TV Stick,availability of movies and nothing I don't like,1,47,availability movie nothing do not like,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Very satisfied, easy setup. Great product. Highly recommend.",1,60,satisfied easy setup great product highly recommend,positive
5,30-Jul-18,Configuration: Fire TV Stick,We like it better than Roku.  Voice commands really work.,1,57,like well roku voice command really work,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Easy setup, works flawlessly!",1,29,easy setup work flawlessly,positive
5,30-Jul-18,Configuration: Fire TV Stick,Easy to hook up.  Wish I knew all its capabilities,1,50,easy hook wish know capability,positive
5,30-Jul-18,Configuration: Fire TV Stick,Great Purchase,1,14,great purchase,positive
5,30-Jul-18,Configuration: Fire TV Stick,Easy to set up,1,14,easy set,positive
4,30-Jul-18,Configuration: Fire TV Stick,It was easy to use for our bedroom TV.,1,38,easy use bedroom tv,positive
5,30-Jul-18,Configuration: Fire TV Stick,"I used Chromecast before this, it was okay. But I love the FireStick. Works great, doesn’t lag. Would recommend!",1,112,use chromecast okay love firestick work great do not lag would recommend,positive
5,30-Jul-18,Configuration: Fire TV Stick, ,1,1,,positive
5,30-Jul-18,Configuration: Fire TV Stick,I bought this fire stick for another TV! No more arguments about what to watch!,1,79,buy fire stick another tv argument watch,positive
1,30-Jul-18,Configuration: Fire TV Stick,"I liked it until on day after a year it no longer worked, would not power up  and go past the firestick  logo on tv. Bought a second one, will not buy a third if this one doesn't last longer....",0,194,liked day year long work would power go past firestick logo tv buy second one buy third one do not last long,negative
5,30-Jul-18,Configuration: Fire TV Stick,We love our fire stick!! The Alexa voice control is fantastic for my younger kids!!,1,83,love fire stick alexa voice control fantastic young kid,positive
5,30-Jul-18,Configuration: Fire TV Stick,Setup was easy and usage was intuitive.  I've used it away from home and it works great.,1,88,setup easy usage intuitive -PRON- have use away home work great,positive
5,30-Jul-18,Configuration: Fire TV Stick,I really love that all my apps are in one spot,1,46,really love app one spot,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love the number of movies that are available using this device. Took me a little time to setup and learn how to work it. The only thing I miss is local channels.,1,163,love number movie available use device take little time setup learn work thing miss local channel,positive
5,30-Jul-18,Configuration: Fire TV Stick,Love that the fire stick allows me enough choices to ditch cable!,1,65,love fire stick allow enough choice ditch cable,positive
5,30-Jul-18,Configuration: Fire TV Stick,Plenty of options to choose from!,1,33,plenty option choose,positive
5,30-Jul-18,Configuration: Fire TV Stick,It worked as a charmed.,1,23,worked charm,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love it . Easy set up as well,1,31,love easy set well,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love how fast you get a respond from Alexa.Also easy to find any thing you are looking forjust speak in to the remote.,1,120,love fast get respond alexaalso easy find thing look forjust speak remote,positive
5,30-Jul-18,Configuration: Fire TV Stick,Extremely easy to use! Switched away from directv and use it to stream T.V.,1,75,extremely easy use switch away directv use stream tv,positive
1,30-Jul-18,Configuration: Fire TV Stick,It don’t show nothing,0,21,do not show nothing,negative
5,30-Jul-18,Configuration: Fire TV Stick,Works like a charm!,1,19,work like charm,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Works great, some of the apps will start buffering but it’s probably my internet. Love the Alexa voice control.",1,111,work great app start buffer probably internet love alexa voice control,positive
4,30-Jul-18,Configuration: Fire TV Stick,"It does what it says it will do.  The picture quality is better than what I have been receiving on cable TV.  Only downside is if you pause the movie for more than a couple minutes it takes a long time to come back on and you often get a message that your internet speed is too slow (I'm clocking 300 mb at my house on a good day).  Also, voice command through Alexia doesn't work well, but that could be operator error.  All in all, for $20 you can't beat it.",1,460,say picture quality well receiving cable tv downside pause movie couple minute take long time come back often get message internet speed slow -PRON- be clock 300 mb house good day also voice command alexia do not work well could operator error 20 can not beat,positive
5,30-Jul-18,Configuration: Fire TV Stick,I loved everything,1,18,love everything,positive
2,30-Jul-18,Configuration: Fire TV Stick,"Very disappointed when we had to mandatory upgrade and when we final got done with the upload, we had lost our local Charlotte NC channels (which are pur news and weather also)  (CBS, NBC, ABC) and 2 days later was Amazon day with discounts on what we had JUST ordered.",0,269,disappointed mandatory upgrade final get do upload lose local charlotte nc channels pur news weather also cbs nbc abc 2 day later amazon day discount order,negative
5,30-Jul-18,Configuration: Fire TV Stick,Second one for my house. This is great...I am not tech oriented and all I have to do is hold down a button and talk. Now I am watching tv too much! LOL!,1,152,second one house greati tech orient hold button talk watch tv much lol,positive
5,30-Jul-18,Configuration: Fire TV Stick,"I love this thing! The Alexa feature makes it so easy to find what you want no matter which streaming service has it.  No more searching Netflix then Amazon etc to see if either has your show,  Alexa finds it for you!",1,217,love thing alexa feature make easy find want matter stream service search netflix amazon etc see either show alexa find,positive
5,30-Jul-18,Configuration: Fire TV Stick,Great product,1,13,great product,positive
5,30-Jul-18,Configuration: Fire TV Stick,Love it!,1,8,love,positive
3,30-Jul-18,Configuration: Fire TV Stick,I feel that the voice feature is useless. Lots of channels to stream though.,1,76,feel voice feature useless lot channel stream though,negative
1,30-Jul-18,Configuration: Fire TV Stick,Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.,0,219,garbageeven try watch amazon prime video piece garbage loos internet connection half way thru show cheap roku work 100 time well waste time money piece garbage,negative
5,30-Jul-18,Configuration: Fire TV Stick,Loved it.,1,9,love,positive
5,30-Jul-18,Configuration: Fire TV Stick,Love the fire stick. Alexa works well on it too. Would recommend.,1,65,love fire stick alexa work well would recommend,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Just getting started with the Fire TV Stick. So far, so good.",1,61,get start fire tv stick far good,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Easy to set up, lots of things to watch and program in.  Have not even gotten that far into it yet.  Easy to use. Highly recommended.  Leaning more and more closer to cutting the cable cord for good.",1,199,easy set lot thing watch program even get far yet easy use highly recommended lean close cutting cable cord good,positive
5,30-Jul-18,Configuration: Fire TV Stick,Was a gift,1,10,gift,positive
5,30-Jul-18,Configuration: Fire TV Stick,"This is my second Firestick, I a very pleased with the ease of use.",1,67,second firestick please ease use,positive
2,30-Jul-18,Configuration: Fire TV Stick,I would not recommend this to anyone. It won't load netflix or if it does on rare occasion it won't run the program all the way thru. It tells you the we are unable to process this title at this time. Try again later.  It is not the Netflix site cause I can stream it just fine on my computer.  Its the Firestick. very disappointing.,0,333,would recommend anyone will not load netflix rare occasion will not run program way thru tell unable process title time try later netflix site cause stream fine computer firestick disappointing,negative
4,30-Jul-18,Configuration: Fire TV Stick,Worth every cent.,1,17,worth every cent,positive
5,30-Jul-18,Configuration: Fire TV Stick,I like when thete nothing to watch on tv I can run to my firestick.,1,67,like thete nothing watch tv run firestick,positive
5,30-Jul-18,Configuration: Fire TV Stick,Access to apps,1,14,access app,positive
5,30-Jul-18,Configuration: Fire TV Stick,Easy to install and use.,1,24,easy install use,positive
5,30-Jul-18,Configuration: Fire TV Stick,Thank you! Great Product!,1,25,thank great product,positive
5,30-Jul-18,Configuration: Fire TV Stick,Purchased this for the Man cave and loving it.,1,46,purchase man cave love,positive
2,30-Jul-18,Configuration: Fire TV Stick,las películas no tiene o no se pueden cambiar a español o títulos en español,0,76,las películas tiene se pueden cambiar español títulos en español,negative
5,30-Jul-18,Configuration: Fire TV Stick,Easy to install. Up and running in minutes.,1,43,easy install running minute,positive
2,30-Jul-18,Configuration: Fire TV Stick,Was excited to try this on my new Element TV.  Unfortunately even though my TV is 5 feet away from my router i get maddening disconnections and buffering.  Thought this little device was supposed to take care of that issue.  It didn’t!,0,235,excited try new element tv unfortunately even though tv 5 foot away router get maddening disconnection buffering think little device suppose take care issue do not,negative
5,30-Jul-18,Configuration: Fire TV Stick,"Easy to use, all your favorite programs. All inclusive, nothing else to buy.",1,76,easy use favorite program inclusive nothing else buy,positive
5,30-Jul-18,Configuration: Fire TV Stick,Fun to play with,1,16,fun play,positive
5,30-Jul-18,Configuration: Fire TV Stick,"as of now,i love everything about it",1,36,nowi love everything,positive
5,30-Jul-18,Configuration: Fire TV Stick,Powerful little stick,1,21,powerful little stick,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Superb is all we can say.  Plugged the unit in, set up the HDMI and boom, we were watching better TV.  Thank you.",1,113,superb say plug unit set hdmi boom watch well tv thank,positive
5,30-Jul-18,Configuration: Fire TV Stick,It's like having your tv as a big tablet,1,40,like tv big tablet,positive
5,30-Jul-18,Configuration: Fire TV Stick,Loved them,1,10,love,positive
5,30-Jul-18,Configuration: Fire TV Stick,I am very pleased with the Fire Stick.,1,38,pleased fire stick,positive
5,30-Jul-18,Configuration: Fire TV Stick,"works good, ni issues",1,21,work good ni issue,positive
5,30-Jul-18,Configuration: Fire TV Stick,great price great product fire stick is the best i think works better then roku.,1,80,great price great product fire stick best think work well roku,positive
5,30-Jul-18,Configuration: Fire TV Stick,Love how I can take it on vacation and use it. Very easy to set up.,1,67,love take vacation use easy set,positive
5,30-Jul-18,Configuration: Fire TV Stick,"As a user of Chromecast for years I have to say that the Firestick is a nice upgrade. I really like that I can download all the apps for different media sources like HBO, Showtime, etc. that I have free access to from my cable account but with the Firestick I get a better picture and can go directly to the shows I want to see. The downside was the time it took to download all the apps and set them up, but the good thing is that the setup is a onetime procedure.",1,465,user chromecast year say firestick nice upgrade really like download app different medium source like hbo showtime etc free access cable account firestick get well picture go directly show want see downside time take download app set good thing setup onetime procedure,positive
5,30-Jul-18,Configuration: Fire TV Stick,Currently own 3 Chromecast devices and tge Fire Stick is superior to them.  We are so pleased that we can watch programs on Netflix and Prime without a smart phone or computer.  Very easy to install and use!,1,207,currently 3 chromecast device tge fire stick superior please watch program netflix prime without smart phone computer easy install use,positive
1,30-Jul-18,Configuration: Fire TV Stick,Menu doesn’t work. Says it can’t connect to amazon network,0,58,menu do not work say can not connect amazon network,negative
1,30-Jul-18,Configuration: Fire TV Stick,I would love this remote if i wasnt spending so much money replacing the batteries. Its upsetting that i spent money on such a great device all for the batteries not to last.,0,174,would love remote be not spend much money replace battery upset spend money great device battery last,negative
5,30-Jul-18,Configuration: Fire TV Stick,"This was purchased for our toy hauler, but it came the day before we left for a trip by plane.  It was wonderful to plug into our hotel TV and watch our normal tv shows rather than whatever was showing at the time and sit through commercials.",1,242,purchase toy hauler come day leave trip plane wonderful plug hotel tv watch normal tv show rather whatever show time sit commercial,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Already had a firestick in our livingroom, great entertainment, had to get one for the bedroom.",1,95,already firestick livingroom great entertainment get one bedroom,positive
5,30-Jul-18,Configuration: Fire TV Stick,very good option,1,16,good option,positive
1,30-Jul-18,Configuration: Fire TV Stick,Purchased to use on the road in my semi. Does not work in that application.,0,75,purchase use road semi work application,negative
4,30-Jul-18,Configuration: Fire TV Stick,Great,1,5,great,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love my fire stick thank you so much,1,38,love fire stick thank much,positive
5,30-Jul-18,Configuration: Fire TV Stick,Easy to set-up!  I am enjoying the added video choices for my television.,1,73,easy setup enjoy add video choice television,positive
5,30-Jul-18,Configuration: Fire TV Stick,"The installation and connection to my Wi-Fi was so easy! Getting the Amazon Prime and Netflix going was a breeze. I have not used a voice remote before. That was amazing (yes, I am old school). I will be reviewing more features and options as I have time, but I am very excited to own such a product that lives up to the all the great things I have read and heard.",1,364,installation connection wifi easy get amazon prime netflix go breeze use voice remote amazing yes old school reviewing feature option time excited product live great thing read hear,positive
4,30-Jul-18,Configuration: Fire TV Stick,"I like this product. However, the set up was a bit difficult. I had to reset it to the factory setting abd start from scratch.",1,126,like product however set bit difficult reset factory setting abd start scratch,positive
5,30-Jul-18,Configuration: Fire TV Stick,I loved the I can use voice to make a request. I use it for music and movies.,1,77,love use voice make request use music movie,positive
5,30-Jul-18,Configuration: Fire TV Stick,Very easy to install and am excited to use!,1,43,easy install excited use,positive
5,30-Jul-18,Configuration: Fire TV Stick,"so far, so good, works great.",1,29,far good work great,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Great device, I'm cutting my cable and watching the channels I want. If I want to add an app like CBS I can just pay a little extra and get it.",1,143,great device -PRON- be cut cable watching channel want want add app like cbs pay little extra get,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Everything about it is great, love the Alexa voice remote",1,57,everything great love alexa voice remote,positive
5,30-Jul-18,Configuration: Fire TV Stick,Works like a charm...,1,21,work like charm,positive
4,30-Jul-18,Configuration: Fire TV Stick, ,1,1,,positive
5,30-Jul-18,Configuration: Fire TV Stick,Thought it was pretty cool new to streaming thing seemed easy to use,1,68,think pretty cool new streaming thing seem easy use,positive
4,30-Jul-18,Configuration: Fire TV Stick,"Super-Easy setup, only issue i find is that it occasionally loses connection with household network.",1,100,supereasy setup issue find occasionally lose connection household network,positive
5,30-Jul-18,Configuration: Fire TV Stick,Turned our old TV into a smart TV. Really easy interface. Have bought 4 now.,1,76,turn old tv smart tv really easy interface buy 4,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Easy set up, works perfect.",1,27,easy set work perfect,positive
5,30-Jul-18,Configuration: Fire TV Stick,This is an awesome product. I wanted to test out the differences between this and my Roku and both are very nice. I will likely be using this for traveling as well.,1,164,awesome product want test difference roku nice likely use travel well,positive
5,30-Jul-18,Configuration: Fire TV Stick,😄😄,1,2,,positive
4,30-Jul-18,Configuration: Fire TV Stick,Good wifi TV stick,1,18,good wifi tv stick,positive
5,30-Jul-18,Configuration: Fire TV Stick,I love it,1,9,love,positive
1,30-Jul-18,Configuration: Fire TV Stick,"Seems to work ok, but no youtube tv?  Really?  can't believe they would ban an app that so many people want to use.  I really wanted to like it, but when I couldn't install that particular app it became almost useless, almost.  Does most other stuff just fine, but I'll stick with my Roku.",0,289,seem work ok youtube tv really can not believe would ban app many people want use really want like could not install particular app become almost useless almost stuff fine ill stick roku,negative
5,30-Jul-18,Configuration: Fire TV Stick,This thing is great if you have internet and amazon prime.,1,58,thing great internet amazon prime,positive
5,30-Jul-18,Configuration: Fire TV Stick,Awesome product,1,15,awesome product,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Easy set up, nice looking interface and I like the new slightly larger remote. I have a 1st Gen with the little remote and misplace it all the time. And great price!",1,165,easy set nice looking interface like new slightly large remote 1st gen little remote misplace time great price,positive
5,30-Jul-18,Configuration: Fire TV Stick,Great product and easy to use,1,29,great product easy use,positive
5,30-Jul-18,Configuration: Fire TV Stick,"Great gadget that installs, and works easily. Nice to not have another box taking up space too!",1,95,great gadget install work easily nice another box take space,positive
5,30-Jul-18,Configuration: Fire TV Stick,Excellent product and service.  Very easy to install and my daughter is very happy.,1,83,excellent product service easy install daughter happy,positive
5,30-Jul-18,Configuration: Fire TV Stick,Great entertainment,1,19,great entertainment,positive
5,30-Jul-18,Configuration: Fire TV Stick,Being able to use it with my Alexa Echo was great!,1,50,able use alexa echo great,positive
5,30-Jul-18,Configuration: Fire TV Stick,Easy to use and fast setup,1,26,easy use fast setup,positive
5,30-Jul-18,Configuration: Fire TV Stick,LOVE IT!!!!!,1,12,love,positive
5,31-Jul-18,Black  Dot,"I set her up to play through our home theater system. So fat we are just using her for weather forecasts, cooking timers, and we really enjoy the music!",1,152,set play home theater system fat use weather forecast cook timer really enjoy music,positive
5,31-Jul-18,White  Dot,Small device that my kids like to ask questions. Very handy friendly interactive,1,80,small device kid like ask question handy friendly interactive,positive
5,31-Jul-18,Black  Dot,beyond awesome,1,14,beyond awesome,positive
5,31-Jul-18,Black  Dot,I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.,1,135,like respond every time easy set -PRON- be still learn may like well speaker,positive
5,31-Jul-18,Black  Dot,Family loved it!,1,16,family love,positive
5,31-Jul-18,Black  Dot, ,1,1,,positive
4,31-Jul-18,Black  Dot,I like how it will connect to bluetooth without an adapter like the Google. Only reason for 4 stars is volume level without external speaker. Easy to use.,1,154,like connect bluetooth without adapter like google reason 4 star volume level without external speaker easy use,positive
5,31-Jul-18,Black  Dot,Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,1,189,echo great home voice range ask question say command turn light favorite play music though house,positive
5,31-Jul-18,Black  Dot,"Love it , this time it's a gift  for friend",1,43,love time gift friend,positive
5,30-Jul-18,Black  Dot,"Fantastic product, I use it as a smart home hub and to play music through speakers mainly, the customizable routines are so nice and very easy to program",1,153,fantastic product use smart home hub play music speaker mainly customizable routine nice easy program,positive
5,30-Jul-18,Black  Dot,Great,1,5,great,positive
1,30-Jul-18,Black  Dot,"I am quite disappointed by this product.There clearly is a bug: half of the time I ask for a newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of &#34;the lights&#34;...as other items are also named the same, which is not true. Clearly no AI or natural language, very 'beta' stage still for me. Not impressed!",0,451,quite disappointed productthere clearly bug half time ask newsflash two second start whole thing stop reboot couple minute go ask play radio also many time get confuse ask switch 34the lights34as item also name true clearly ai natural language beta stage still impressed,negative
5,30-Jul-18,Black  Dot,Love this thing works great and kids love it to,1,47,love thing work great kid love,positive
5,30-Jul-18,Black  Dot,Love it.. makes the simple things in life simpler,1,49,love make simple thing life simple,positive
5,30-Jul-18,Black  Dot,"I am really enjoying the many different features on my Alexa, especially listening to music and audio books",1,107,really enjoy many different feature alexa especially listen music audio book,positive
5,30-Jul-18,Black  Dot,Echo Dot is a wonderful invention. We love it. Alexa is so smart.,1,65,echo dot wonderful invention love alexa smart,positive
5,30-Jul-18,Black  Dot,"Alarm and music, information the weather",1,40,alarm music information weather,positive
5,30-Jul-18,White  Dot,Love it! Very helpful,1,21,love helpful,positive
5,30-Jul-18,Black  Dot,Good but it’s pretty low,1,24,good pretty low,positive
5,30-Jul-18,Black  Dot,"Alarm, calendar, reminders",1,26,alarm calendar reminder,positive
5,30-Jul-18,Black  Dot,"I have had the echo dot for about two weeks and am having fun with it. I set morning alarms, check the weather, have Alexa play various music (I bought inexpensive speakers to connect for better sound), and I'm learning her skills. A little tricky to connect to wifi initially, but after some trial and error it connected, and has stayed connected. So far, super satisfied. Will be buying one for my mother and one for my office.",1,429,echo dot two week fun set morning alarm check weather alexa play various music buy inexpensive speaker connect well sound -PRON- be learning skill little tricky connect wifi initially trial error connect stay connect far super satisfied buy one mother one office,positive
5,30-Jul-18,Black  Dot,I AM COMPLETELY IN LOVE. DOES ABSOLUTELY EVERYTHING AND IS SO AMAZING AND GREAT,1,79,completely love absolutely everything amazing great,positive
2,30-Jul-18,Black  Dot,Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,0,101,nope still lot improved thing ask say hmmmm do not know,negative
3,30-Jul-18,Black  Dot,The speaker could be better...,1,30,speaker could well,negative
5,30-Jul-18,White  Dot,I love it!!,1,11,love,positive
5,30-Jul-18,Black  Dot,3rd Dot. Love it!,1,17,3rd dot love,positive
5,30-Jul-18,White  Dot,works like any other one!,1,25,work like one,positive
5,30-Jul-18,Black  Dot,Love my new Alexa. She works great so far.,1,42,love new alexa work great far,positive
4,30-Jul-18,Black  Dot,I bought the echo dot while it was on sale for prime day and I was excited when it came in the next day. I set it up immediately and everything worked perfectly fine. The set up was easy and straight forward which I really appreciated because I am terrible with technology. The only reason why I am not satisfied with my purchase is because of the fact that I can't use the Echo Dot for more than 15 minutes without it disconnecting from the internet. I am connected to both 2.4GHZ and 5GHZ wifi links and neither works. It's very frustrating because I am not getting my use out of the Echo Dot and I really wish I could. If any one has had the same problems or has any solution please let me know!,1,698,buy echo dot sale prime day excited come next day set immediately everything work perfectly fine set easy straight forward really appreciate terrible technology reason satisfied purchase fact can not use echo dot 15 minute without disconnect internet connect 24ghz 5ghz wifi link neither work frustrating get use echo dot really wish could one problem solution please let know,positive
5,30-Jul-18,Black  Dot,I got this for dad on father's Day!  He was tickled with it!,1,60,get dad father day tickle,positive
5,30-Jul-18,White  Dot,Nice product,1,12,nice product,positive
5,30-Jul-18,Black  Dot,Love my echo. Love playing music in my room,1,43,love echo love play music room,positive
5,30-Jul-18,Black  Dot,"Still getting used to Alexa, but I think she's a keeper!",1,56,still get use alexa think -PRON- s keeper,positive
4,30-Jul-18,White  Dot,Works good for the most part. You ask it some questions and she says she doesn’t know. I thought she was supposed to know everything,1,132,work good part ask question say do not know think suppose know everything,positive
5,30-Jul-18,Black  Dot,my new best friend :),1,21,new good friend,positive
5,30-Jul-18,Black  Dot,Absolutely love it!!!!,1,22,absolutely love,positive
4,30-Jul-18,Black  Dot,I liked linking two more rooms in the home,1,42,like link two room home,positive
5,30-Jul-18,Black  Dot,I LOVE ALEXA!! SHE ROCKS!!!,1,27,love alexa rock,positive
4,30-Jul-18,Black  Dot,"I had some trouble with my echo dot when I first got it because of internet connection issues. After doing research online I saw from some other people that they had trouble with the 2nd generation Echo Dot. However, the same weekend I took a trip and brought my Echo Dot along to the hotel where it seemed to work just fine. Now back home, the internet connection has seemed to have gotten through it's little rough patch and I haven't had any problems since. So, if you are having connection issues with an Echo Dot then it is probably the internet and not the device.",1,570,trouble echo dot first get internet connection issue research online see people trouble 2nd generation echo dot however weekend take trip bring echo dot along hotel seem work fine back home internet connection seem get little rough patch have not problem since connection issue echo dot probably internet device,positive
5,30-Jul-18,Black  Dot,Small size works great in our sunroom.,1,38,small size work great sunroom,positive
4,30-Jul-18,White  Dot,I like it and it’s helful but it can only do certain thongs that is supported by amazon.,1,88,like helful certain thong support amazon,positive
1,30-Jul-18,Black  Dot,"I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.",0,343,reach amazon device want sync phone number would allow say number already use customer service could not help basically tell contact sprint assist echo bare minimum without access phone set kind pointless pay,negative
3,30-Jul-18,Black  Dot,"It won’t work as a blue tooth speaker with my tv,it connects but won’t work",1,75,will not work blue tooth speaker tvit connect will not work,negative
